id,Покупательская_активность,Тип_сервиса,Разрешить_сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит,Выручка_позапрошлая,Выручка_прошлая,Выручка_текущая,Активность,"Время_прошлый,мин","Время_текущий,мин"
215547,Снизилась,премиум,нет,2.6,3,308,0.89,Домашний текстиль,2,8,6,5,4655.0,5274.5,5199.1,Активен,14,10
215548,Снизилась,стандарт,да,3.5,4,903,0.35,Кухонная посуда,3,1,3,4,4228.0,5324.5,5761.3,Активен,11,12
215549,Снизилась,премиум,да,2.6,3,683,0.28,Товары для детей,1,5,3,6,4736.0,3781.0,4315.3,Активен,11,12
215550,Снизилась,премиум,да,3.0,4,434,0.24,Косметика и аксесуары,1,8,3,2,4940.0,5975.0,6251.9,Активен,12,9
215551,Снизилась,премиум,да,2.6,3,983,0.21,Косметика и аксесуары,4,2,2,7,4598.0,4451.0,5185.5,Активен,7,6
215552,Снизилась,стандарт,да,0.9,4,624,0.89,Косметика и аксесуары,1,9,5,1,4726.0,5678.5,6194.6,Активен,12,11
215553,Снизилась,стандарт,да,0.9,4,360,0.33,Домашний текстиль,2,3,3,5,4309.0,4138.0,4594.3,Активен,6,10
215554,Снизилась,стандарт,да,3.4,3,1017,0.35,Кухонная посуда,3,5,2,7,4733.0,4401.5,4985.2,Активен,9,12
215555,Снизилась,стандарт,нет,4.1,5,348,0.89,Товары для детей,2,2,4,2,4271.0,4626.5,4621.3,Активен,8,10
215556,Снизилась,стандарт,нет,2.7,4,742,0.39,Товары для детей,2,2,3,5,4640.0,5891.0,6530.6,Активен,7,8
215557,Снизилась,премиум,да,4.1,4,770,0.28,Домашний текстиль,3,2,2,6,4633.0,4660.0,5068.2,Активен,10,12
215558,Снизилась,стандарт,да,4.6,5,867,0.25,Кухонная посуда,2,6,3,5,4968.0,6658.5,7212.3,Активен,12,14
215559,Снизилась,стандарт,да,4.4,3,701,0.3,Косметика и аксесуары,4,2,4,4,5045.0,5837.0,6363.5,Активен,11,9
215560,Снизилась,стандарт,да,3.9,4,589,0.35,Товары для детей,2,6,4,3,4931.0,3137.0,3083.7,Активен,14,12
215561,Снизилась,стандарт,нет,2.4,4,527,0.28,Косметика и аксесуары,2,7,4,3,4420.0,5900.5,6174.8,Активен,7,12
215562,Снизилась,премиум,да,2.4,5,692,0.35,Домашний текстиль,1,7,1,2,4330.0,4435.0,4168.5,Активен,8,10
215563,Снизилась,премиум,да,3.9,5,956,0.35,Косметика и аксесуары,2,2,6,7,4985.0,6036.5,6114.5,Активен,10,9
215564,Снизилась,стандарт,нет,3.9,3,618,0.24,Техника для красоты и здоровья,2,10,3,5,4213.0,2890.0,3334.6,Активен,12,12
215565,Снизилась,стандарт,нет,2.4,4,522,0.99,Кухонная посуда,2,5,4,4,4492.0,4657.0,5104.2,Активен,11,12
215566,Снизилась,премиум,да,2.4,4,785,0.24,Товары для детей,3,1,3,6,4702.0,3877.0,4191.6,Активен,8,14
215567,Снизилась,стандарт,да,3.4,3,853,0.24,Домашний текстиль,2,6,5,4,4755.0,5259.0,6079.3,Активен,11,8
215568,Снизилась,премиум,да,4.0,5,1073,0.4,Товары для детей,4,2,3,3,4740.0,2909.0,3933.4,Активен,10,10
215569,Снизилась,премиум,да,5.6,3,953,0.93,Косметика и аксесуары,2,1,3,6,4856.0,5348.0,6120.2,Активен,11,12
215570,Снизилась,премиум,да,3.1,4,808,0.28,Косметика и аксесуары,3,2,3,6,4729.0,5581.0,6299.9,Активен,10,10
215571,Снизилась,стандарт,да,4.8,5,483,0.39,Косметика и аксесуары,2,7,1,2,4709.0,5874.5,5719.8,Активен,12,8
215572,Снизилась,стандарт,да,3.5,4,676,0.32,Техника для красоты и здоровья,3,7,3,3,4822.0,3879.0,4033.7,Активен,16,15
215573,Снизилась,стандарт,да,4.1,4,706,0.99,Кухонная посуда,2,6,2,6,4671.0,5418.0,5501.2,Активен,12,12
215574,Снизилась,премиум,да,3.0,4,951,0.22,Домашний текстиль,2,5,2,6,5053.0,5974.0,7047.8,Активен,14,9
215575,Снизилась,стандарт,да,3.1,4,435,0.23,Кухонная посуда,3,0,7,2,4530.0,4132.5,4539.4,Активен,7,6
215576,Снизилась,премиум,да,4.0,5,840,0.4,Косметика и аксесуары,3,1,5,5,4500.0,5764.5,6222.1,Активен,8,9
215577,Снизилась,стандарт,да,3.9,3,564,0.93,Техника для красоты и здоровья,3,4,2,5,4774.0,4942.0,5663.5,Активен,12,13
215578,Снизилась,стандарт,да,2.4,4,699,0.35,Мелкая бытовая техника и электроника,2,4,5,3,4778.0,5328.5,5801.7,Активен,10,7
215579,Снизилась,стандарт,нет,3.6,3,710,0.36,Товары для детей,3,5,2,1,4393.0,5516.5,6202.9,Активен,6,11
215580,Снизилась,премиум,да,4.4,4,966,0.28,Мелкая бытовая техника и электроника,3,3,2,4,4657.0,5309.5,5635.8,Активен,8,9
215581,Снизилась,стандарт,да,4.0,3,171,0.25,Товары для детей,3,4,3,5,4798.0,4700.0,4679.2,Активен,8,12
215582,Снизилась,стандарт,да,4.0,3,763,0.35,Товары для детей,3,3,2,3,4688.0,4180.0,4414.0,Активен,12,13
215583,Снизилась,стандарт,нет,3.8,4,623,0.24,Домашний текстиль,1,7,5,4,4769.0,5553.5,6068.3,Активен,13,10
215584,Снизилась,стандарт,нет,3.4,4,731,0.34,Косметика и аксесуары,3,2,6,2,4470.0,5616.0,6061.9,Активен,6,11
215585,Снизилась,премиум,да,3.9,4,1044,0.3,Кухонная посуда,3,5,6,5,4335.0,5752.5,6298.5,Активен,12,9
215586,Снизилась,премиум,да,4.1,4,557,0.94,Техника для красоты и здоровья,1,8,3,3,4349.0,4148.0,3742.4,Активен,11,14
215587,Снизилась,премиум,да,4.6,4,800,0.93,Домашний текстиль,4,2,5,4,4912.0,5551.0,5549.7,Активен,7,7
215588,Снизилась,стандарт,да,3.9,5,529,0.36,Домашний текстиль,2,6,2,1,4293.0,4776.0,5198.5,Активен,8,11
215589,Снизилась,стандарт,да,4.8,5,574,0.27,Косметика и аксесуары,2,0,8,5,4871.0,5372.0,6363.9,Активен,8,4
215590,Снизилась,стандарт,нет,2.4,4,427,0.29,Товары для детей,5,8,3,4,4604.0,4321.0,4640.8,Активен,12,14
215591,Снизилась,стандарт,нет,5.6,4,631,0.4,Товары для детей,3,1,2,2,4728.0,5175.0,5804.2,Активен,7,7
215592,Снизилась,премиум,да,4.6,4,486,0.22,Товары для детей,3,2,3,2,4643.0,4995.5,4877.2,Активен,8,9
215593,Снизилась,премиум,нет,4.6,3,947,0.33,Товары для детей,6,8,3,5,4414.0,3141.0,4005.5,Активен,8,9
215594,Снизилась,стандарт,да,4.2,4,627,0.9,Товары для детей,6,9,5,8,4971.0,4107.0,4395.6,Активен,13,10
215595,Снизилась,стандарт,да,3.9,3,332,0.3,Домашний текстиль,2,5,5,1,4751.0,6399.5,5857.4,Активен,12,9
215596,Снизилась,стандарт,да,1.5,4,684,0.9,Косметика и аксесуары,3,0,2,4,4824.0,4917.0,5175.7,Активен,14,8
215597,Снизилась,стандарт,нет,4.4,5,868,0.4,Домашний текстиль,2,7,8,5,4568.0,5918.0,6466.6,Активен,13,10
215598,Снизилась,премиум,да,3.0,3,449,0.89,Товары для детей,1,5,3,6,4740.0,4900.5,4881.0,Активен,10,11
215599,Снизилась,стандарт,да,3.4,4,716,0.28,Домашний текстиль,2,9,4,6,4546.0,6058.0,6614.4,Активен,12,8
215600,Снизилась,стандарт,да,2.4,4,446,0.29,Кухонная посуда,1,6,3,4,4646.0,6134.0,5781.7,Активен,13,14
215601,Снизилась,премиум,да,0.9,4,468,0.23,Техника для красоты и здоровья,1,6,4,4,4693.0,4027.0,4653.6,Активен,10,14
215602,Снизилась,премиум,да,3.5,4,1072,0.35,Техника для красоты и здоровья,3,7,5,5,4426.0,3531.0,4547.6,Активен,14,9
215603,Снизилась,стандарт,да,1.4,4,556,0.33,Косметика и аксесуары,2,3,3,2,5025.0,5926.5,6784.5,Активен,14,9
215604,Снизилась,стандарт,нет,3.1,5,458,0.99,Косметика и аксесуары,1,5,3,4,4308.0,4449.0,4459.4,Активен,8,10
215605,Снизилась,премиум,да,3.9,4,637,0.24,Кухонная посуда,3,5,2,6,4510.0,4613.5,4898.2,Активен,10,14
215606,Снизилась,стандарт,нет,3.5,5,428,0.3,Кухонная посуда,2,4,2,3,4583.0,5123.0,5243.9,Активен,10,7
215607,Снизилась,премиум,да,3.0,3,862,0.94,Косметика и аксесуары,1,5,2,8,4313.0,4397.0,4922.2,Активен,9,11
215608,Снизилась,премиум,нет,3.5,3,816,0.35,Косметика и аксесуары,3,2,3,5,4550.0,4884.5,4402.2,Активен,10,6
215609,Снизилась,премиум,да,3.8,5,636,0.94,Косметика и аксесуары,3,2,6,3,4443.0,4732.5,5747.8,Активен,8,8
215610,Снизилась,стандарт,да,4.6,4,684,0.25,Товары для детей,3,4,4,6,4795.0,4281.0,4747.7,Активен,13,8
215611,Снизилась,стандарт,да,3.9,3,519,0.4,Товары для детей,1,8,3,5,4673.0,4237.0,4617.9,Активен,14,13
215612,Снизилась,премиум,нет,4.4,3,255,0.94,Домашний текстиль,3,5,7,7,4410.0,5848.5,6687.0,Активен,8,12
215613,Снизилась,стандарт,да,4.4,4,627,0.93,Техника для красоты и здоровья,3,7,3,4,4457.0,3563.0,4700.5,Активен,11,12
215614,Снизилась,стандарт,да,4.0,3,952,0.22,Кухонная посуда,4,5,1,5,4767.0,5808.0,6593.2,Активен,14,11
215615,Снизилась,стандарт,да,2.4,4,205,0.28,Кухонная посуда,1,5,4,2,4846.0,5215.0,5722.0,Активен,13,8
215616,Снизилась,стандарт,нет,4.0,5,862,0.25,Товары для детей,2,7,6,5,4308.0,5604.0,6055.1,Активен,10,8
215617,Снизилась,стандарт,да,0.9,4,728,0.9,Домашний текстиль,2,3,2,4,4377.0,4798.5,5184.6,Активен,10,14
215618,Снизилась,стандарт,нет,4.1,5,657,0.35,Товары для детей,2,6,2,4,4441.0,5612.5,6103.9,Активен,10,7
215619,Снизилась,премиум,да,4.8,3,789,0.28,Косметика и аксесуары,2,4,3,3,4624.0,4889.5,5543.4,Активен,10,12
215620,Снизилась,премиум,да,1.7,4,704,0.32,Косметика и аксесуары,1,6,3,4,4423.0,4832.5,5247.2,Активен,9,12
215621,Снизилась,премиум,да,3.5,3,1076,0.22,Кухонная посуда,4,3,3,7,4578.0,5025.0,5582.7,Активен,7,11
215622,Снизилась,стандарт,нет,3.1,5,639,0.28,Косметика и аксесуары,2,5,4,4,4588.0,4996.0,5054.5,Активен,9,10
215623,Снизилась,стандарт,да,3.4,4,519,0.9,Товары для детей,2,4,4,3,4399.0,4101.0,4457.2,Активен,9,12
215624,Снизилась,премиум,нет,2.4,4,399,0.35,Косметика и аксесуары,2,4,3,3,4646.0,5009.0,4439.6,Активен,7,15
215625,Снизилась,стандарт,да,4.1,4,464,0.94,Косметика и аксесуары,2,5,1,3,4777.0,5348.5,5674.8,Активен,11,6
215626,Снизилась,стандарт,да,2.7,5,171,0.95,Товары для детей,1,1,2,2,4415.0,4328.0,3925.0,Активен,5,10
215627,Снизилась,стандарт,да,4.0,3,451,0.89,Домашний текстиль,2,4,3,2,4527.0,5022.0,4470.8,Активен,8,6
215628,Снизилась,стандарт,да,4.0,4,618,0.93,Товары для детей,3,5,2,2,4566.0,3783.0,3848.0,Активен,9,10
215629,Снизилась,стандарт,да,4.0,3,627,0.4,Домашний текстиль,3,4,3,6,4845.0,6136.5,7160.9,Активен,11,13
215630,Снизилась,стандарт,нет,3.8,3,388,0.21,Косметика и аксесуары,2,7,2,2,4583.0,5559.5,5810.4,Активен,15,14
215631,Снизилась,стандарт,нет,4.6,5,345,0.28,Товары для детей,2,2,1,1,4566.0,5020.5,4802.1,Активен,6,7
215632,Снизилась,премиум,да,4.0,3,933,0.24,Домашний текстиль,4,4,4,5,4729.0,6097.0,6324.5,Активен,10,11
215633,Снизилась,премиум,да,4.4,4,693,0.3,Мелкая бытовая техника и электроника,2,2,3,2,4446.0,6351.0,6598.0,Активен,10,13
215634,Снизилась,премиум,да,2.6,4,780,0.99,Косметика и аксесуары,2,7,3,6,4780.0,6407.5,6775.4,Активен,7,8
215635,Снизилась,премиум,да,4.1,3,839,0.22,Домашний текстиль,4,1,5,6,4900.0,5167.0,5772.8,Активен,11,11
215636,Снизилась,стандарт,да,3.5,5,749,0.3,Товары для детей,1,6,5,6,4507.0,5800.0,6125.0,Активен,8,10
215637,Снизилась,стандарт,да,2.4,5,553,0.24,Кухонная посуда,3,3,1,2,4755.0,5280.0,5010.9,Активен,13,11
215638,Снизилась,стандарт,да,2.4,4,549,0.3,Кухонная посуда,1,6,3,2,4436.0,5195.0,4924.6,Активен,14,12
215639,Снизилась,премиум,да,2.7,5,845,0.32,Товары для детей,2,2,5,4,4379.0,5730.5,6957.7,Активен,6,10
215640,Снизилась,стандарт,да,2.4,4,251,0.32,Техника для красоты и здоровья,2,7,1,5,4310.0,4213.0,4291.0,Активен,13,10
215641,Снизилась,премиум,да,4.1,4,666,0.99,Товары для детей,2,3,7,6,4459.0,4450.0,5129.9,Активен,7,9
215642,Снизилась,премиум,да,3.8,4,962,0.3,Косметика и аксесуары,2,2,2,5,4419.0,4857.0,5455.0,Активен,7,7
215643,Снизилась,премиум,да,4.8,4,672,0.39,Товары для детей,1,5,4,6,4931.0,6227.0,6267.3,Активен,7,10
215644,Снизилась,премиум,да,3.5,5,929,0.99,Техника для красоты и здоровья,3,3,4,5,4772.0,3479.0,4125.1,Активен,13,10
215645,Снизилась,стандарт,да,4.4,4,582,0.99,Косметика и аксесуары,1,4,2,4,4782.0,5170.5,5342.1,Активен,10,11
